,review
21866,It feels too coarse if you apply too much pressure while rubbing it on your body but with a normal soft amount it works quite well to remove dead skin cells. Totally worth it even at such an affordable price ! 
21868,it didn't work for me as I expected but makes skin soft.... I thought I would exfoliate and takes out dead skin for the body. didn't work  
21869,so sorry that our Product Unsatisfied You .
21870,this js super one..people are selling exact one at 900 rupees.. so it was worth the price..makes Yr skin soft and growly.. but use only once a week 
21871,Hi.Glad that you have positive response. thanks for purchasing from us
21872,"Not too bad , this one works very well after you soak it ….. before scrubbing on your body. "
21873,So sorry that Our Product unsatisfied you .
21874,works as expected 🙂
21875,ramro xa product use cai gareko xaina I hope use Garda ni ramro nai hunxa hola 
21877,Ahile kineko vandha kasto raixa xa. Will update akxoti feri use garera 
21878,Hi. wow! Glad that you have positive response. thanks for purchasing from us...
21879,I personally didn't like it . price wise chai thikai ho jasto lagyo  
21881,akdam fast delivery aaile vakhar receive garye use garyesi vanxu❤️ 
21883,Received the same as it is shown here. Great product.  
21885,ramro xa aba use garera herum kasto aune raixa result 
21887,it’s works so well and the price is really decent 
21889,Haven't tried it yet but the material is good. 
21891,It’s not working at all.. waste of money 😭 
21892, Hi! 😊 Glad that you had a positive experience. Thanks so much for purchasing from us! 🛍️✨
21893,somewhat rough...expecting a softer one... 
21894,Hi. So Sorry to hear that it doesn't meet your expectations . thanks for your purchase.
21895,kasto ramro maila niskido rahexa i love it 
21896,Hi! 😊 Glad that you had a positive experience. Thanks so much for purchasing from us! 🛍✨
21897,"Great quality for the price, it works. "
21898,Hi. Glad that you have positive response. thanks for purchasing from us
21899,good product according to it's price  
21901,product is too good I just love it  
21903,Very good..recommended to buy.. 
21905,really good quality 👍 love it 
21907,1dam ramro x Saman paye maile 
21909,this product is recommended  
21910,Glad that you have positive response. thanks for purchasing from us...
21915,ramro xa ekdam price anusar 
21917,Its really work.I love it. 
21919,"It was good product
 "
21920, Hi.Glad that you have positive response. thanks for purchasing from us
21921,thikai xa not bad 
21923,its to useless  
21924,💯just amazing  
21930,Good one🫰 
21931,Hi. Glad that you have positive response. thanks for purchasing from us...
21932,PERFECT 
21937,i mean  its alright  
21938,nice tara 2-3 coti vanda ramro kam gardaina 
21940,It is not that good k..
21941,"packaging is good.
delivery charge make the amount so high however it is good in quality.
really works."
21942,colour chaiii different aaye xa so he ko bhanda dilevry ekdamaiii fast aniii product ta teiii khatra Raina raixa kapada paniii yetiii hard I don't like that much
21943,"Delivery was very fast .I loved this product , it softens my skin after using it .I highly recommend to try this ."
21944,product ramro xa. I got it safely at time. I recommend please buy from here. It's very good in affordable prize❤️
21945,This is my second time to buy this product and i am satisfied with the quality. 😊
21946,The product quality is a bit different than i imagined . But okay for the price  
21947,its nice and socheko vanda thulo xa  
21948,it's like i wash my body with stone. my expectation is so high but it disappointed me. 
21949,"I bought this but it's not working as shown as a video
very disappointed 😞 don't buy to it anyone  "
21950,"very niceee 
this is my second time buying it it works well when used in hot water though so be careful and not judge if it doesn't work in cold water  "
21951,The product is great and it works well too the grids are mild but according to price it’s worthy. 
21952,I donot like the product at all.Its not like shown in the photo.It does not exfoliate at all. 
21953,"I don't think that this worked for me.. soft pani xaina 
tara it may be effective for others "
21954,"I got my order and its in best quality, I am excited to try it.  "
21955,hmm ali patalo raicha than expected but it's working fine for me 
21956,I like it it good its both harsh and soft at same time  
21957,Vkhr saman paye aba use garera Matra feed back dinxu  
21958,Looks 👍 good. I will try and give a review. 
21959,this product actually work i really like it 
21960,ak dam ramro good product sacho jasto risa  
21961,love product n colour both product is good  
21962,ramro xa sabai dead skin haru nilakxa 
21963,Don’t purchase it don’t work  
21964,herda thikai xa not used yet 
21965,it didn't work for me🙂‍↕️ 
21966,"good but not as expected 
 "
21967,"It doesn't exfoliate 
. "
21968,Worth the amount paid. 
21969,I’m not satisfied 😔😏 
21971,"kam garxa, good "
21972,waste of money  
21973,nice product i  
21974,disappointed  
21975,good produced 
21978,Yo thika xa 
21989,Very 👍  
21990,Mero ta dead skin jo niskena huhuhu 
21991,Not good as expected 
21992,"Got the product on time. Good in condition. But just like the advertisement, I didn’t see any results. Testo dead skin cells niskeko jasto ta kei nai aayena.  "
21993,Doesn’t work at all but it’s okay to use as loofah with the shower gel. 
21994,"didn't work as shown
 "
21995,Kaam garena 😒 
21997,Not good pahileko jasto soachera magai hale but aile ko color ni different xa  product ni beglei xa pink colour ko lea kam gartheao aile ko lea kei kam nai gardena i’m not satisfy with this product
21998,"good buy would recommend but don't expect for dead skin to come off as shown in the advertisement 
the glove is good enough to cleanse the dirt I saw effective result I like it !!!"
21999,yo xai ekdamai kam lagni chij lagyo
22000,fast delivery and. it was 👍 good
22001,"it is good according to orice
 "
22002,Look like good but not used  
22003,GO FOR IT TOTALLY WORTH IT 
22004,"it thin but works well
 "
22005," very bad product  
  "
22007,thik Cha  
22008,worst 😔 
22011,vane jasto equality ramro xaina   patalo xa k ho yasto man parena fohro poni nikalena foto ma dekhaya jasto real ma xaina  
22012,Paila yeuta kinya thiye ramro thiyo tyo yo ta khai kasto kasto xa 
22013,Finally I received my Oder I was nice product and it’s package is also nice . I like this product 🤗 thanks daraz
22014,"product is good 
but i ordered pink one but they gave me skin colour so i am disappointed at it"
22015,Price anusar thikai ho but ali hard huchha ki skin ma jasto feel vayo🥰
22016,The texture is like between harsh and soft and quality is nice too
22017,omg....got this product and it's amazing. Works so perfectly.❤️
22018,pahila leko dherai ramro thiyo yo chahi khasai man parena 
22019,"Quality is super 
Love the color:) 
Will order more
 "
22020,"Not to soft not too hard
 Perfect for exfoliating  "
22021,Satisfied with product and quick delivery👍🏻 
22022,that's good I like it . I really did fr. 
22023,dherai ramro xa thank u daraj👍️🙏 
22024,This product so much good quality 
22025,it doesn't work don't buy it 
22026,Loved the product. ❤️❤️❤️ 
22027,It is good as I expected 
22028,simply the best  
22030,Nice 😊  
22032,simply the best 
22033,different than shown in the picture 
22034,Exfoliating gloves make my skin feel super smooth by removing dead skin easily. They're easy to use and work great in the shower! 
22035,"best ! always wanted to get it and the results are amazing. just don't wet your body too much before using it and it may not be for sensitive skin but it depends on how much of sensitive your body is, don't forget to apply lotion or moisturizer after it "
22036,"very good exfoliate skin properly. wish I wouldn't have used it before. 
value for money 
timely delivery 
got pink color which is fine. 
 "
22037,this is my second order for this  product but ekdam na ramro paye . first order ekdam ramro lagera magako second time KO khatam paye  
22038,"it's really work if you did smoothly, First I thought it's not work but when I tried slowly it's really work👍☺ "
22039,beautiful product I love it but colour chai pink vako vaye huntyo bathrooms ma match nai vayena ❤ 
22040,"It’s 3rd time buying this product, daraz ma sub vanda mann parako product ahaila samma kai❤️ "
22041,"works good as expected , expected to be bigger but fits perfectly in hand. love it overall  "
22042,ramro ta ramro nai xa but rakhda aesko colour yellow hunxa is bad 
22043,Seems like a genuine product. Will review more after using it 👍 
22044,it's really worth it hai you can purchase without any doubt! 
22045,good for exfoliating but slight hard fabric so use gentlely  
22046,the quality is super awesome but it's kinda hard to clean. 
22047,"nice and beautiful color
easy to use.
clean and durable.
 "
22048,"product is good 
guys you can trust and buy this product  "
22049,"perfect
good quality 
same as image 
does as it says 
 "
22050,still to try but product looks nice and isn't damaged 
